Case Number,Law Enforcement Case Number,Date of Crash,Y-Coordinate (UTM NAD 83 Zone 15),X-Coordinate (UTM NAD 83 Zone 15),Time,Day of Week,County,Road System,Route,Cardinal Direction of Vehicles,Mainline or Ramp,Overpass/Underpass Information,Derived Literal Description,Road Classification,Intersection Class,Crash Severity,Amount of Property Damage,Major Cause,Drug or Alcohol Related,Driver Age,Driver Age - 5 year Bins,Driver Gender
20191143174,1-19-000449,20191017,4635450,316987,16:17,Thursday,Shelby,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd F16/STREET F16,Secondary Road,Not Indicated as an Intersection,Fatal Crash,4000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),34,>= 30 and <= 34,Male
20191143228,1911048281,20191104,4657122,727102,16:30,Monday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,100 ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,14500,Driver Distraction:  Manual operation of an electronic communication device,Alcohol (Statutory),32,>= 30 and <= 34,Male
20191143312,021855,20191105,4794451,354922,21:00,Tuesday,Emmet,Iowa Route,4,Southbound (SB),Mainline,Not reported,IA 4/IOWA 4,Iowa Route,Not Indicated as an Intersection,Property Damage Only,2500,Ran off road - left,Alcohol (Statutory),75,>= 75 and <= 79,Male
20191143329,20190035347,20191105,4604397,450258,22:08,Tuesday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E COURT AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2500,Operating vehicle in an reckless, erratic, careless, negligent manner,Refused,40,>= 40 and <= 44,Female
20191143411,19227,20191026,4584347,504130,16:30,Saturday,Marion,Iowa Route,163,Ramp,Ramp,Not reported,IA 163/SW RAMP CURV/SW LOOP & WASHINGTON ST & W 15TH ST,Iowa Route,IA Route - Municipal,Property Damage Only,5500,Followed too close,Refused,42,>= 40 and <= 44,Male
20191143411,19227,20191026,4584347,504130,16:30,Saturday,Marion,Iowa Route,163,Ramp,Ramp,Not reported,IA 163/SW RAMP CURV/SW LOOP & WASHINGTON ST & W 15TH ST,Iowa Route,IA Route - Municipal,Property Damage Only,5500,Followed too close,Refused,45,>= 45 and <= 49,Male
20191143438,19-37969,20191104,4523420,651002,16:05,Monday,Des Moines,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd X40/BEAVERDALE RD,Secondary Road,Not Indicated as an Intersection,Property Damage Only,1500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),41,>= 40 and <= 44,Male
20191143442,19041959,20191030,4585949,661835,23:10,Wednesday,Muscatine,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WARREN ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3350,Exceeded authorized speed,Alcohol (Statutory),34,>= 30 and <= 34,Male
20191143444,194872,20191024,4655087,303575,01:48,Thursday,Crawford,US Route,59,Northbound (NB),Mainline,Not reported,US 59 & ARROWHEAD DR,US Route,US Route - Municipal,Suspected Serious Injury Crash,22500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),47,>= 45 and <= 49,Male
20191143444,194872,20191024,4655087,303575,01:48,Thursday,Crawford,US Route,59,Northbound (NB),Mainline,Not reported,US 59 & ARROWHEAD DR,US Route,US Route - Municipal,Suspected Serious Injury Crash,22500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),40,>= 40 and <= 44,Male
20191143555,201917607,20191101,4644754,606008,20:19,Friday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WILEY BLVD SW,Municipal Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,6000,Followed too close,Alcohol (Statutory),22,>= 21 and <= 24,Male
20191143555,201917607,20191101,4644754,606008,20:19,Friday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WILEY BLVD SW,Municipal Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,6000,Followed too close,Alcohol (Statutory),22,>= 21 and <= 24,Female
20191143556,201917835,20191105,4649385,607356,20:30,Tuesday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,24TH ST NW & O AVE NW,Municipal Road,Municipal - Municipal,Property Damage Only,12000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),27,>= 25 and <= 29,Male
20191143556,201917835,20191105,4649385,607356,20:30,Tuesday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,24TH ST NW & O AVE NW,Municipal Road,Municipal - Municipal,Property Damage Only,12000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),200,,Not reported
20191143630,2019-002904,20190925,4713881,684711,11:53,Wednesday,Dubuque,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,BURTONS FURNACE RD,Secondary Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,10700,Ran off road - right,Alcohol (Statutory),69,>= 65 and <= 69,Female
20191143769,SO19-01163,20191027,4656776,501587,04:02,Sunday,Marshall,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd E29/SUMMIT RD,Secondary Road,Not Indicated as an Intersection,Property Damage Only,8500,Ran off road - right,Under Influence of Alcohol/Drugs/Medications,28,>= 25 and <= 29,Male
20191143871,PD19-02974,20191101,4654399,508816,23:12,Friday,Marshall,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,GOVERNOR RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),21,>= 21 and <= 24,Female
20191143871,PD19-02974,20191101,4654399,508816,23:12,Friday,Marshall,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,GOVERNOR RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),59,>= 55 and <= 59,Male
20191143918,2019-007299,20190928,4707957,692108,16:03,Saturday,Dubuque,US Route,52,Southbound (SB),Mainline,Not reported,US 52/KERRIGAN RD,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,2200,Lost control,Alcohol (Statutory),20,= 20,Male
20191143980,19-38094,20191105,4517073,659487,18:20,Tuesday,Des Moines,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,HARRISON AVE & CENTRAL AVE,Municipal Road,Municipal - Municipal,Suspected Minor Injury Crash,30000,Ran stop sign,Alcohol (Statutory),23,>= 21 and <= 24,Male
20191143980,19-38094,20191105,4517073,659487,18:20,Tuesday,Des Moines,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,HARRISON AVE & CENTRAL AVE,Municipal Road,Municipal - Municipal,Suspected Minor Injury Crash,30000,Ran stop sign,Alcohol (Statutory),21,>= 21 and <= 24,Male
20191144114,19-017240,20191109,4571863,261803,01:47,Saturday,Pottawattamie,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,S 1ST ST,Municipal Road,Not Indicated as an Intersection,Property Damage Only,10300,Ran off road - right,Alcohol (Statutory),21,>= 21 and <= 24,Female
20191144124,W19-091955,20191108,4701892,555828,19:35,Friday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E SAN MARNAN DR & LA PORTE RD,Municipal Road,Municipal - Municipal,Property Damage Only,4000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),29,>= 25 and <= 29,Female
20191144124,W19-091955,20191108,4701892,555828,19:35,Friday,Black Hawk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,E SAN MARNAN DR & LA PORTE RD,Municipal Road,Municipal - Municipal,Property Damage Only,4000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),50,>= 50 and <= 54,Female
20191144142,2019-92207,20191108,4601795,705043,13:53,Friday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,ELM ST & JERSEY RIDGE RD,Municipal Road,Municipal - Municipal,Property Damage Only,10000,Lost control,Refused,37,>= 35 and <= 39,Male
20191144170,19009562,20191019,4570667,653018,19:05,Saturday,Louisa,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,148TH ST,Secondary Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,5000,Lost control,Refused,35,>= 35 and <= 39,Male
20191144182,19-8299,20191108,4615806,448734,20:33,Friday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NE 2ND ST,Secondary Road,Not Indicated as an Intersection,Property Damage Only,10000,Ran off road - straight,Alcohol (Statutory),50,>= 50 and <= 54,Male
20191144202,19-008384,20191109,4643103,257383,11:43,Saturday,Monona,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,314TH ST & OLIVE AVE,Secondary Road,Secondary - Secondary,Suspected Serious Injury Crash,7000,Ran off road - right,Alcohol (Statutory),62,>= 60 and <= 64,Male
20191144202,19-008384,20191109,4643103,257383,11:43,Saturday,Monona,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,314TH ST & OLIVE AVE,Secondary Road,Secondary - Secondary,Suspected Serious Injury Crash,7000,Ran off road - right,Alcohol (Statutory),200,,Not reported
20191144254,20190035709,20191109,4605207,450059,04:40,Saturday,Polk,US Route,69,Both North and South,Mainline,Not reported,US 69/E 14TH ST,US Route,Not Indicated as an Intersection,Property Damage Only,7000,Traveling wrong way or on wrong side of road,Refused,24,>= 21 and <= 24,Male
20191144254,20190035709,20191109,4605207,450059,04:40,Saturday,Polk,US Route,69,Both North and South,Mainline,Not reported,US 69/E 14TH ST,US Route,Not Indicated as an Intersection,Property Damage Only,7000,Traveling wrong way or on wrong side of road,Refused,67,>= 65 and <= 69,Male
20191144259,20190035796,20191109,4604836,447224,22:38,Saturday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,CROCKER ST & OAKRIDGE DR & KEOSAUQUA WAY,Municipal Road,Municipal - Municipal,Possible/Unknown Injury Crash,5500,Unknown,Refused,24,>= 21 and <= 24,Female
20191144293,20190035815,20191110,4607254,441866,02:50,Sunday,Polk,US Route,6,Eastbound (EB),Mainline,Not reported,US 6/MERLE HAY RD/HICKMAN RD & MERKLIN WAY,US Route,US Route - Municipal,Suspected Minor Injury Crash,11500,Ran traffic signal,Alcohol (Statutory),32,>= 30 and <= 34,Male
20191144293,20190035815,20191110,4607254,441866,02:50,Sunday,Polk,US Route,6,Eastbound (EB),Mainline,Not reported,US 6/MERLE HAY RD/HICKMAN RD & MERKLIN WAY,US Route,US Route - Municipal,Suspected Minor Injury Crash,11500,Ran traffic signal,Alcohol (Statutory),26,>= 25 and <= 29,Female
20191144302,19-00634,20191109,4460000,190000,16:00,Saturday,Warren,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WEST HIGH RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,15000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),200,,Not reported
20191144302,19-00634,20191109,4460000,190000,16:00,Saturday,Warren,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WEST HIGH RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,15000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),24,>= 21 and <= 24,Male
20191144341,19-8329,20191110,4607168,457568,15:30,Sunday,Polk,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NE 23RD AVE & N COPPER WYND DR,Secondary Road,Secondary - Municipal,Property Damage Only,3964,FTYROW:  Making left turn,Alcohol (Statutory),30,>= 30 and <= 34,Male
20191144341,19-8329,20191110,4607168,457568,15:30,Sunday,Polk,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,NE 23RD AVE & N COPPER WYND DR,Secondary Road,Secondary - Municipal,Property Damage Only,3964,FTYROW:  Making left turn,Alcohol (Statutory),62,>= 60 and <= 64,Female
20191144366,19-06159,20191110,4605297,438493,19:15,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WESTOWN PKWY,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2000,Exceeded authorized speed,Alcohol (Statutory),45,>= 45 and <= 49,Male
20191144366,19-06159,20191110,4605297,438493,19:15,Sunday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,WESTOWN PKWY,Municipal Road,Not Indicated as an Intersection,Property Damage Only,2000,Exceeded authorized speed,Alcohol (Statutory),32,>= 30 and <= 34,Female
20191144370,19090378,20191103,4710335,547248,03:32,Sunday,Black Hawk,US Route,218,Northbound (NB),Mainline,Not reported,US 218,US Route,Not Indicated as an Intersection,Suspected Minor Injury Crash,4000,Animal,Alcohol (Statutory),19,= 19,Female
20191144375,CLP19003705,20191110,4635185,728589,21:16,Sunday,Clinton,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,MILL CREEK PKWY,Municipal Road,Not Indicated as an Intersection,Possible/Unknown Injury Crash,1500,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),23,>= 21 and <= 24,Male
20191144382,19-02732,20191110,4610478,441897,23:50,Sunday,Polk,Iowa Route,28,Both North and South,Mainline,Not reported,IA 28/MERLE HAY RD & NW MEREDITH DR,Iowa Route,IA Route - Municipal,Property Damage Only,16000,FTYROW:  Making left turn,Refused,33,>= 30 and <= 34,Male
20191144382,19-02732,20191110,4610478,441897,23:50,Sunday,Polk,Iowa Route,28,Both North and South,Mainline,Not reported,IA 28/MERLE HAY RD & NW MEREDITH DR,Iowa Route,IA Route - Municipal,Property Damage Only,16000,FTYROW:  Making left turn,Refused,33,>= 30 and <= 34,Male
20191144449,19-011797,20191109,4682657,477674,02:00,Saturday,Hardin,Farm to Market Route,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,Co Rd D55/280TH ST & L AVE,Secondary Road,Secondary - Secondary,Suspected Minor Injury Crash,10000,Operating vehicle in an reckless, erratic, careless, negligent manner,Alcohol (Statutory),21,>= 21 and <= 24,Female
20191144460,19-0971,20191109,4605655,440415,20:31,Saturday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,UNIVERSITY AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,8000,Crossed centerline (undivided),Alcohol (Statutory),34,>= 30 and <= 34,Female
20191144460,19-0971,20191109,4605655,440415,20:31,Saturday,Polk,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,UNIVERSITY AVE,Municipal Road,Not Indicated as an Intersection,Property Damage Only,8000,Crossed centerline (undivided),Alcohol (Statutory),43,>= 40 and <= 44,Female
20191144528,19194546,20191111,4622485,612887,09:36,Monday,Johnson,Interstate,380,Southbound (SB),Mainline,Not reported,I-380,Interstate,Not Indicated as an Intersection,Property Damage Only,16000,Lost control,Refused,40,>= 40 and <= 44,Female
20191144528,19194546,20191111,4622485,612887,09:36,Monday,Johnson,Interstate,380,Southbound (SB),Mainline,Not reported,I-380,Interstate,Not Indicated as an Intersection,Property Damage Only,16000,Lost control,Refused,30,>= 30 and <= 34,Female
20191144574,201917712,20191103,4647362,607680,18:04,Sunday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,1ST AVE W,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3503,Other,Alcohol (Statutory),24,>= 21 and <= 24,Male
20191144574,201917712,20191103,4647362,607680,18:04,Sunday,Linn,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,1ST AVE W,Municipal Road,Not Indicated as an Intersection,Property Damage Only,3503,Other,Alcohol (Statutory),200,,Not reported
20191144580,2019-92308,20191108,4603243,700892,20:42,Friday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,W 35TH ST & MARQUETTE ST,Municipal Road,Municipal - Municipal,Property Damage Only,2500,Followed too close,Alcohol (Statutory),46,>= 45 and <= 49,Female
20191144580,2019-92308,20191108,4603243,700892,20:42,Friday,Scott,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,W 35TH ST & MARQUETTE ST,Municipal Road,Municipal - Municipal,Property Damage Only,2500,Followed too close,Alcohol (Statutory),67,>= 65 and <= 69,Female
20191144661,W19-092839,20191112,4699123,547667,03:15,Tuesday,Black Hawk,US Route,63,Northbound (NB),Mainline,Not reported,US 63/SERGEANT RD & W SHAULIS RD,US Route,US Route - Municipal,Property Damage Only,5000,Animal,Refused,36,>= 35 and <= 39,Male
20191144773,19-005698,20191108,4651926,446305,01:23,Friday,Story,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,STANTON AVE,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,22000,Lost control,Under Influence of Alcohol/Drugs/Medications,200,,Not reported
20191144773,19-005698,20191108,4651926,446305,01:23,Friday,Story,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,STANTON AVE,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,22000,Lost control,Under Influence of Alcohol/Drugs/Medications,21,>= 21 and <= 24,Male
20191144773,19-005698,20191108,4651926,446305,01:23,Friday,Story,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,STANTON AVE,Municipal Road,Not Indicated as an Intersection,Suspected Minor Injury Crash,22000,Lost control,Under Influence of Alcohol/Drugs/Medications,200,,Not reported
20191144909,19-37358,20191111,4705644,227997,21:03,Monday,Woodbury,Local Road,9999,Unknown - Not Indicated - Unlocated,Mainline,Not reported,GLEN ELLEN RD,Municipal Road,Not Indicated as an Intersection,Property Damage Only,18500,Ran off road - right,Alcohol (Statutory),22,>= 21 and <= 24,Male
